"dataset","seed","fold","s","n_sel","p","k_sel","gamma_sel","bal_acc_knn","acc_knn","macro_f1_knn","bal_acc_kfda","acc_kfda","macro_f1_kfda"
"japanese_vowels",3,5,1.72253283030825,5,12,7,0.25,0.939225026181548,0.943548387096774,0.940164093037656,0.925456487956488,0.935483870967742,0.93108951725973
"japanese_vowels",3,5,2.05127216461134,6,12,11,0.125,0.962703962703963,0.967741935483871,0.967283950617284,0.942501942501943,0.951612903225806,0.949364712969892
"japanese_vowels",3,5,2.44275024503092,8,12,5,4,0.951890701890702,0.959677419354839,0.954723486531267,0.972804972804973,0.975806451612903,0.975082370112796
"japanese_vowels",3,5,2.90894054067624,11,12,1,4,0.965148277648278,0.967741935483871,0.968259172862753,0.975961538461538,0.975806451612903,0.975133960797379
"japanese_vowels",3,5,3.46410161513775,12,12,1,8,0.963545713545714,0.967741935483871,0.966264090177134,0.981351981351981,0.983870967741935,0.982066629023151
"japanese_vowels",4,1,1.02,2,12,5,0.125,0.568193843193843,0.576923076923077,0.563349213984135,0.705128205128205,0.707692307692308,0.694793722667286
"japanese_vowels",4,1,1.21466341371801,2,12,11,0.125,0.719067969067969,0.715384615384615,0.697881831487878,0.718304843304843,0.723076923076923,0.712878162251348
"japanese_vowels",4,1,1.44647765551479,4,12,9,1,0.768315018315018,0.769230769230769,0.757900625294904,0.882478632478632,0.884615384615385,0.882232564974527
"japanese_vowels",4,1,1.72253283030825,5,12,9,0.25,0.889855514855515,0.892307692307692,0.882842307035855,0.900717338217338,0.9,0.901379319321232
"japanese_vowels",4,1,2.05127216461134,6,12,9,8,0.932692307692308,0.938461538461538,0.93317749134091,0.937321937321937,0.938461538461538,0.940197636757333
"japanese_vowels",4,1,2.44275024503092,8,12,5,4,0.949786324786325,0.953846153846154,0.948076649277288,0.969017094017094,0.969230769230769,0.968786557357986
"japanese_vowels",4,1,2.90894054067624,11,12,3,8,0.923433048433048,0.930769230769231,0.922775061746935,0.958155270655271,0.961538461538462,0.963556644880174
"japanese_vowels",4,1,3.46410161513775,12,12,1,2,0.940349002849003,0.946153846153846,0.941619706884684,0.941239316239316,0.946153846153846,0.941590580858597
"japanese_vowels",4,2,1.02,2,12,5,0.125,0.493331205831206,0.511627906976744,0.482874595757196,0.695838420838421,0.705426356589147,0.692010207457295
